original english sentences,deepl sentences,google sentences
  push on! was the cry,  Poussez ! était le cri,pousser! était le cri
" push on! they are coming!  in one cart stood a blind man in the uniform of the salvation army, gesticulating with his crooked fingers and bawling, eternity! eternity! his voice was hoarse and very loud so that my brother could hear him long after he was lost to sight in the dust"," Dans un chariot se tenait un aveugle portant l'uniforme de l'armée du salut, gesticulant avec ses doigts crochus et hurlant, éternité ! éternité ! sa voix était rauque et très forte, de sorte que mon frère a pu l'entendre longtemps après avoir perdu la vue dans la poussière.","pousser! ils arrivent !  dans un chariot se tenait un aveugle en uniforme de l'armée du salut, gesticulant de ses doigts tordus et braillant, l'éternité ! éternité! sa voix était rauque et très forte pour que mon frère puisse l'entendre longtemps après qu'il ait disparu dans la poussière"
" some of the people who crowded in the carts whipped stupidly at their horses and quarrelled with other drivers; some sat motionless, staring at nothing with miserable eyes; some gnawed their hands with thirst, or lay prostrate in the bottoms of their conveyances"," Parmi les gens qui s'entassaient dans les charrettes, certains fouettaient stupidement leurs chevaux et se querellaient avec les autres conducteurs ; d'autres restaient assis, immobiles, fixant le vide avec des yeux misérables ; d'autres se rongeaient les mains de soif ou restaient prostrés au fond de leur véhicule","quelques-uns des gens qui se pressaient dans les charrettes fouettaient bêtement leurs chevaux et se disputaient avec les autres conducteurs ; certains restaient immobiles, ne regardant rien avec des yeux misérables ; certains se rongeaient les mains de soif ou se prosternaient au fond de leur véhicule"
" the horses' bits were covered with foam, their eyes bloodshot"," les mors des chevaux étaient couverts d'écume, leurs yeux injectés de sang","les mors des chevaux étaient recouverts d'écume, leurs yeux injectés de sang"
"  there were cabs, carriages, shop-carts, waggons, beyond counting; a mail cart, a road-cleaner's cart marked vestry of st","  Il y avait des fiacres, des calèches, des charrettes de magasin, des chariots, sans compter un chariot de poste, un chariot de nettoyeur de routes, une sacristie marquée de l'église de la ville.","il y avait des fiacres, des voitures, des caddies, des chariots, on ne les comptait plus ; un chariot postal, un chariot de nettoyage de route marqué sacristie de st"
" pancras, a huge timber waggon crowded with roughs"," pancras, un énorme wagon de bois bondé de brutes","pancras, un énorme wagon en bois rempli de bruts"
 a brewer's dray rumbled by with its two near wheels splashed with fresh blood," une draisine de brasseur passait en grondant, ses deux roues proches éclaboussées de sang frais",un camion de brasseur passait en grondant avec ses deux roues proches éclaboussées de sang frais
  clear the way! cried the voices,  Dégagez le chemin ! crient les voix,dégagez la voie ! criaient les voix
 clear the way!  eter-nity! eter-nity! came echoing down the road, le chemin est libre ! eter-nity ! eter-nity ! a résonné le long de la route,dégagez la voie ! éternité! éternité! est venu en écho sur la route
"  there were sad, haggard women tramping by, well dressed, with children that cried and stumbled, their dainty clothes smothered in dust, their weary faces smeared with tears","  des femmes tristes et hagardes passaient, bien habillées, avec des enfants qui pleuraient et trébuchaient, leurs vêtements délicats étouffés par la poussière, leurs visages fatigués barbouillés de larmes","il y avait des femmes tristes et hagardes qui passaient, bien habillées, avec des enfants qui pleuraient et trébuchaient, leurs vêtements délicats étouffés par la poussière, leurs visages fatigués maculés de larmes."
" with many of these came men, sometimes helpful, sometimes lowering and savage"," avec beaucoup d'entre eux sont venus des hommes, tantôt serviables, tantôt abaissés et sauvages","avec beaucoup d'entre eux venaient des hommes, parfois serviables, parfois avilissants et sauvages"
" fighting side by side with them pushed some weary street outcast in faded black rags, wide-eyed, loud-voiced, and foul-mouthed"," Le combat côte à côte avec eux a poussé un marginal en haillons noirs et délavés, aux yeux écarquillés, à la voix forte et à la bouche nauséabonde.","combattant à leurs côtés poussèrent un paria fatigué de la rue, vêtu de haillons noirs délavés, aux yeux écarquillés, à la voix forte et à la bouche grossière."
" there were sturdy workmen thrusting their way along, wretched, unkempt men, clothed like clerks or shopmen, struggling spasmodically; a wounded soldier my brother noticed, men dressed in the clothes of railway porters, one wretched creature in a nightshirt with a coat thrown over it"," Il y avait des ouvriers robustes qui se frayaient un chemin, des hommes misérables, mal coiffés, vêtus comme des commis ou des boutiquiers, qui se débattaient spasmodiquement ; un soldat blessé que mon frère a remarqué, des hommes vêtus d'habits de porteurs de chemin de fer, une misérable créature en chemise de nuit avec un manteau jeté par-dessus","il y avait des ouvriers robustes qui se faufilaient, des hommes misérables, négligés, vêtus comme des employés ou des commerçants, qui se débattaient par à-coups ; un soldat blessé que mon frère a remarqué, des hommes vêtus comme des porteurs de chemin de fer, une misérable créature en chemise de nuit avec un manteau jeté par-dessus"
"  but varied as its composition was, certain things all that host had in common","  mais, aussi variée qu'ait été sa composition, cet hôte avait en commun certaines choses","mais si variée que soit sa composition, certaines choses que tout cet hôte avait en commun"
" there were fear and pain on their faces, and fear behind them"," la peur et la douleur se lisaient sur leurs visages, et la peur se lisait derrière eux","il y avait de la peur et de la douleur sur leurs visages, et de la peur derrière eux"
" a tumult up the road, a quarrel for a place in a waggon, sent the whole host of them quickening their pace; even a man so scared and broken that his knees bent under him was galvanised for a moment into renewed activity"," Un tumulte sur la route, une querelle pour une place dans un wagon, fit accélérer le pas à toute la foule ; même un homme si effrayé et si brisé que ses genoux fléchissaient sous lui fut galvanisé pour un instant dans une activité renouvelée","un tumulte sur la route, une querelle pour une place dans un chariot, les fit accélérer le pas ; même un homme si effrayé et brisé que ses genoux pliés sous lui fut un instant galvanisé par une activité renouvelée."
 the heat and dust had already been at work upon this multitude, la chaleur et la poussière avaient déjà fait leur œuvre sur cette multitude,la chaleur et la poussière avaient déjà travaillé sur cette multitude
" their skins were dry, their lips black and cracked"," leurs peaux étaient sèches, leurs lèvres noires et craquelées","leurs peaux étaient sèches, leurs lèvres noires et craquelées"
" they were all thirsty, weary, and footsore"," ils étaient tous assoiffés, fatigués et à bout de souffle","ils avaient tous soif, étaient fatigués et avaient mal aux pieds"
" and amid the various cries one heard disputes, reproaches, groans of weariness and fatigue; the voices of most of them were hoarse and weak"," et parmi les différents cris on entendait des disputes, des reproches, des gémissements de lassitude et de fatigue ; les voix de la plupart d'entre eux étaient rauques et faibles","et au milieu des cris divers, on entendait des disputes, des reproches, des gémissements de lassitude et de fatigue ; les voix de la plupart d'entre eux étaient rauques et faibles"
 through it all ran a refrain:  way! way! the martians are coming!  few stopped and came aside from that flood," tout au long de l'année, un refrain s'est fait entendre : ""en avant ! en avant ! les martiens arrivent ! peu de gens se sont arrêtés et se sont mis à l'écart de ce flot","à travers tout cela, il y avait un refrain : façon ! chemin! les martiens arrivent !  peu se sont arrêtés et se sont écartés de ce déluge"
" the lane opened slantingly into the main road with a narrow opening, and had a delusive appearance of coming from the direction of london", le chemin s'ouvrait en biais sur la route principale par une ouverture étroite et donnait l'impression trompeuse de venir de la direction de londres,la voie s'ouvrait en biais sur la route principale avec une ouverture étroite et avait l'air trompeuse de venir de la direction de Londres
" yet a kind of eddy of people drove into its mouth; weaklings elbowed out of the stream, who for the most part rested but a moment before plunging into it again"," Pourtant, une sorte de tourbillon de gens s'engouffrait dans son embouchure, des faibles écartés du courant qui, pour la plupart, ne se reposaient qu'un instant avant de s'y replonger","cependant une sorte de tourbillon de monde entra dans sa bouche ; des mauviettes coudées hors du ruisseau, qui pour la plupart ne se reposaient qu'un instant avant de s'y replonger"
" a little way down the lane, with two friends bending over him, lay a man with a bare leg, wrapped about with bloody rags"," un peu plus loin dans la ruelle, deux amis se penchant sur lui, gisait un homme à la jambe nue, enveloppée de haillons sanglants.","un peu plus loin dans l'allée, avec deux amis penchés sur lui, gisait un homme jambe nue, enveloppé de haillons ensanglantés."
 he was a lucky man to have friends, il avait la chance d'avoir des amis,c'était un homme chanceux d'avoir des amis
"  a little old man, with a grey military moustache and a filthy black frock coat, limped out and sat down beside the trap, removed his bootâ€”his sock was blood-stainedâ€”shook out a pebble, and hobbled on again; and then a little girl of eight or nine, all alone, threw herself under the hedge close by my brother, weeping","  un petit vieillard, avec une moustache militaire grise et une redingote noire crasseuse, sortit en boitant et s'assit à côté du piège, enleva sa botte - sa chaussette était tachée de sang - secoua un caillou et se remit à boiter ; puis une petite fille de huit ou neuf ans, toute seule, se jeta sous la haie près de mon frère, en pleurant","un petit vieillard, avec une moustache militaire grise et une redingote noire crasseuse, sortit en boitant et s'assit à côté du piège, ôta sa botte – sa chaussette était tachée de sang – secoua un caillou et repartit en boitant ; et puis une petite fille de huit ou neuf ans, toute seule, se jeta sous la haie à côté de mon frère en pleurant"
"  i can't go on! i can't go on!  my brother woke from his torpor of astonishment and lifted her up, speaking gently to her, and carried her to miss elphinstone","  Je ne peux pas continuer ! Je ne peux pas continuer ! Mon frère s'est réveillé de sa torpeur et l'a soulevée, en lui parlant doucement, et l'a portée jusqu'à Miss Elphinstone.","je ne peux pas continuer ! je ne peux pas continuer !  mon frère s'est réveillé de sa torpeur d'étonnement et l'a soulevée, lui parlant doucement, et l'a portée jusqu'à Miss Elphinstone"
" so soon as my brother touched her she became quite still, as if frightened"," Dès que mon frère l'a touchée, elle s'est immobilisée, comme si elle était effrayée.","dès que mon frère l'a touchée, elle est devenue tout à fait immobile, comme effrayée"
"  ellen! shrieked a woman in the crowd, with tears in her voiceâ€”ellen! and the child suddenly darted away from my brother, crying mother!  they are coming, said a man on horseback, riding past along the lane","  Ellen ! cria une femme dans la foule, avec des larmes dans la voix - Ellen ! et l'enfant s'éloigna soudain de mon frère, criant mère ! ils arrivent, dit un homme à cheval, qui passait le long de l'allée","Ellen ! » a crié une femme dans la foule, les larmes aux yeux – Ellen ! et l'enfant s'est soudainement éloigné de mon frère en criant, maman !  ils arrivent, dit un homme à cheval qui passait le long du chemin"
"  out of the way, there! bawled a coachman, towering high; and my brother saw a closed carriage turning into the lane","  de la route, là ! cria un cocher, très haut, et mon frère vit une voiture fermée qui tournait dans la ruelle.","à l'écart, là ! braillait un cocher, très haut ; et mon frère a vu une voiture fermée tourner dans la ruelle"
  the people crushed back on one another to avoid the horse,  les gens se sont écrasés les uns sur les autres pour éviter le cheval,les gens se sont écrasés les uns contre les autres pour éviter le cheval
" my brother pushed the pony and chaise back into the hedge, and the man drove by and stopped at the turn of the way"," mon frère repoussa le poney et la chaise dans la haie, et l'homme passa et s'arrêta au tournant du chemin","mon frère a poussé le poney et la chaise contre la haie, et l'homme est passé par là et s'est arrêté au détour du chemin"
" it was a carriage, with a pole for a pair of horses, but only one was in the traces"," c'était une voiture, avec un poteau pour une paire de chevaux, mais il n'y en avait qu'un dans les traces","c'était une voiture, avec une perche pour une paire de chevaux, mais un seul était dans les traces"
 my brother saw dimly through the dust that two men lifted out something on a white stretcher and put it gently on the grass beneath the privet hedge, mon frère a vu faiblement à travers la poussière que deux hommes ont soulevé quelque chose sur une civière blanche et l'ont déposé doucement sur l'herbe sous la haie de troènes.,mon frère a vu vaguement à travers la poussière que deux hommes soulevaient quelque chose sur une civière blanche et le posaient doucement sur l'herbe sous la haie de troènes.
  one of the men came running to my brother,  l'un des hommes a couru vers mon frère,un des hommes est venu en courant vers mon frère
  where is there any water? he said,  où y a-t-il de l'eau ? a-t-il dit,où y a-t-il de l'eau ? il a dit
" he is dying fast, and very thirsty", il meurt rapidement et a très soif,il meurt vite et a très soif
 it is lord garrick, c'est le seigneur garrick,c'est Lord Garrick
  lord garrick! said my brother; the chief justice?  the water? he said,  lord garrick ! a dit mon frère ; le juge en chef ? l'eau ? a-t-il dit,Seigneur Garrick ! dit mon frère ; le juge en chef ?  l'eau ? il a dit
"  there may be a tap, said my brother, in some of the houses","  il y a peut-être un robinet, a dit mon frère, dans certaines maisons","il y a peut-être un robinet, dit mon frère, dans certaines maisons"
 we have no water, nous n'avons pas d'eau,nous n'avons pas d'eau
 i dare not leave my people, je n'ose pas quitter mon peuple,je n'ose pas quitter mon peuple
  the man pushed against the crowd towards the gate of the corner house,  l'homme pousse la foule vers la porte de la maison du coin,l'homme a poussé la foule vers le portail de la maison d'angle
"  go on! said the people, thrusting at him",  Allez-y ! dit le peuple en le poussant.,continue! disaient les gens en le poussant
" they are coming! go on!  then my brother's attention was distracted by a bearded, eagle-faced man lugging a small handbag, which split even as my brother's eyes rested on it and disgorged a mass of sovereigns that seemed to break up into separate coins as it struck the ground"," ils arrivent ! allez ! puis l'attention de mon frère a été détournée par un homme barbu, au visage d'aigle, portant un petit sac à main, qui s'est fendu au moment même où les yeux de mon frère se posaient dessus et a dégorgé une masse de souverains qui semblaient se briser en pièces distinctes en touchant le sol","ils arrivent ! continue!  puis l'attention de mon frère a été distraite par un homme barbu au visage d'aigle qui transportait un petit sac à main, qui s'est fendu alors même que les yeux de mon frère se posaient sur lui et a dégorgé une masse de souverains qui semblaient se briser en pièces séparées lorsqu'il touchait le sol."
 they rolled hither and thither among the struggling feet of men and horses, ils roulaient çà et là parmi les pieds des hommes et des chevaux qui se débattaient,ils roulaient çà et là parmi les pieds luttant des hommes et des chevaux
" the man stopped and looked stupidly at the heap, and the shaft of a cab struck his shoulder and sent him reeling"," l'homme s'est arrêté et a regardé stupidement le tas, et le manche d'un taxi l'a frappé à l'épaule et l'a fait tituber","l'homme s'est arrêté et a regardé bêtement le tas, et le manche d'un taxi lui a heurté l'épaule et l'a fait chanceler"
" he gave a shriek and dodged back, and a cartwheel shaved him narrowly"," il a poussé un cri et a esquivé en arrière, et une roue de charrette l'a rasé de justesse","il poussa un cri et esquiva, et une roue le rasa de peu."
  way! cried the men all about him,  de chemin ! s'écrièrent les hommes autour de lui,chemin! criaient les hommes autour de lui
" make way!  so soon as the cab had passed, he flung himself, with both hands open, upon the heap of coins, and began thrusting handfuls in his pocket"," Faites place ! Dès que le taxi fut passé, il se jeta, les deux mains ouvertes, sur le tas de pièces, et commença à en enfoncer des poignées dans sa poche","faites place!  dès que le fiacre fut passé, il se jeta, les deux mains ouvertes, sur le tas de pièces de monnaie, et commença à en mettre des poignées dans sa poche."
" a horse rose close upon him, and in another moment, half rising, he had been borne down under the horse's hoofs"," un cheval s'est approché de lui, et dans un instant, se relevant à demi, il a été entraîné sous les sabots du cheval.","un cheval s'élevait près de lui, et un instant plus tard, à moitié relevé, il avait été retenu sous les sabots du cheval."
"  stop! screamed my brother, and pushing a woman out of his way, tried to clutch the bit of the horse","  stop ! cria mon frère, et poussant une femme hors de son chemin, il essaya de s'agripper au mors du cheval","arrêt! cria mon frère, et, poussant une femme hors de son chemin, il essaya de saisir le mors du cheval."
"  before he could get to it, he heard a scream under the wheels, and saw through the dust the rim passing over the poor wretch's back","  avant de pouvoir l'atteindre, il entendit un cri sous les roues, et vit à travers la poussière la jante passer sur le dos du malheureux","avant d'y arriver, il entendit un cri sous les roues, et aperçut à travers la poussière la jante qui passait sur le dos du pauvre diable."
" the driver of the cart slashed his whip at my brother, who ran round behind the cart"," le conducteur de la charrette a donné un coup de fouet à mon frère, qui a couru derrière la charrette","le conducteur de la charrette a donné un coup de fouet à mon frère, qui a couru derrière la charrette"
 the multitudinous shouting confused his ears, les cris multiples lui brouillent les oreilles,les cris innombrables lui ont troublé les oreilles
" the man was writhing in the dust among his scattered money, unable to rise, for the wheel had broken his back, and his lower limbs lay limp and dead"," l'homme se tordait dans la poussière au milieu de son argent éparpillé, incapable de se lever, car la roue lui avait brisé le dos, et ses membres inférieurs étaient mous et morts","l'homme se tordait dans la poussière au milieu de son argent dispersé, incapable de se relever, car la roue lui avait brisé le dos et ses membres inférieurs gisaient mous et morts."
" my brother stood up and yelled at the next driver, and a man on a black horse came to his assistance"," mon frère s'est levé et a crié au conducteur suivant, et un homme sur un cheval noir est venu à son aide","mon frère s'est levé et a crié après le conducteur suivant, et un homme sur un cheval noir est venu à son aide"
"  get him out of the road, said he; and, clutching the man's collar with his free hand, my brother lugged him sideways","  et, saisissant le col de l'homme de sa main libre, mon frère l'a traîné sur le côté.","faites-le sortir de la route, dit-il ; et, saisissant le col de l'homme avec sa main libre, mon frère le traîna sur le côté"
" but he still clutched after his money, and regarded my brother fiercely, hammering at his arm with a handful of gold"," mais il s'accrochait toujours à son argent, et regardait mon frère avec férocité, lui martelant le bras avec une poignée d'or","mais il tenait toujours à son argent et regardait mon frère avec férocité, lui martelant le bras avec une poignée d'or."
 go on! go on! shouted angry voices behind, Allez-y ! Allez-y ! crient des voix en colère derrière la maison.,continue! continue! criaient des voix en colère derrière
 way! way!  there was a smash as the pole of a carriage crashed into the cart that the man on horseback stopped, Le poteau d'une voiture s'est écrasé sur la charrette que l'homme à cheval a arrêtée.,chemin! chemin!  il y a eu un fracas lorsque le poteau d'une voiture s'est écrasé sur la charrette que l'homme à cheval a arrêté
" my brother looked up, and the man with the gold twisted his head round and bit the wrist that held his collar"," mon frère leva les yeux, et l'homme à l'or tourna la tête et mordit le poignet qui tenait son col.","mon frère a levé les yeux, et l'homme à l'or a tourné la tête et a mordu le poignet qui tenait son col."
" there was a concussion, and the black horse came staggering sideways, and the carthorse pushed beside it"," Il y eut une commotion, le cheval noir chancela de côté, et le cheval de voiture poussa à côté de lui.","il y a eu une commotion cérébrale, et le cheval noir est venu en chancelant de côté, et le cheval de trait a poussé à côté de lui."
 a hoof missed my brother's foot by a hair's breadth, un sabot a manqué de peu le pied de mon frère,un sabot a raté le pied de mon frère d'un cheveu
 he released his grip on the fallen man and jumped back, il relâche sa prise sur l'homme tombé et saute en arrière,il a relâché son emprise sur l'homme tombé et a bondi en arrière
" he saw anger change to terror on the face of the poor wretch on the ground, and in a moment he was hidden and my brother was borne backward and carried past the entrance of the lane, and had to fight hard in the torrent to recover it"," il vit la colère se changer en terreur sur le visage du pauvre malheureux à terre, et en un instant il fut caché et mon frère fut porté en arrière et emporté au-delà de l'entrée du chemin, et il dut lutter avec acharnement dans le torrent pour le récupérer","il vit la colère se changer en terreur sur le visage du pauvre malheureux à terre, et en un instant il fut caché et mon frère fut porté en arrière et emporté devant l'entrée du chemin, et dut se battre durement dans le torrent pour le récupérer."
"  he saw miss elphinstone covering her eyes, and a little child, with all a child's want of sympathetic imagination, staring with dilated eyes at a dusty something that lay black and still, ground and crushed under the rolling wheels","  il vit miss elphinstone se couvrir les yeux, et un petit enfant, avec tout le manque d'imagination sympathique d'un enfant, fixer avec des yeux dilatés une chose poussiéreuse qui gisait noire et immobile, broyée et écrasée sous les roues roulantes","il vit Miss Elphinstone se couvrir les yeux, et un petit enfant, avec tout le manque d'imagination sympathique d'un enfant, fixant avec des yeux dilatés quelque chose de poussiéreux qui gisait noir et immobile, broyé et écrasé sous les roues qui roulaient."
" let us go back! he shouted, and began turning the pony round"," retournons ! cria-t-il, et il commença à faire tourner le poney",revenons en arrière ! il a crié et a commencé à faire tourner le poney
" we cannot cross thisâ€”hell, he said and they went back a hundred yards the way they had come, until the fighting crowd was hidden"," nous ne pouvons pas traverser cet enfer, dit-il et ils retournèrent cent mètres en arrière, par le chemin qu'ils avaient pris, jusqu'à ce que la foule qui se battait soit cachée.","nous ne pouvons pas traverser cela – bon sang, dit-il et ils revinrent cent mètres en arrière, jusqu'à ce que la foule combattante soit cachée."
" as they passed the bend in the lane my brother saw the face of the dying man in the ditch under the privet, deadly white and drawn, and shining with perspiration"," Lorsqu'ils passèrent le virage, mon frère vit le visage du mourant dans le fossé sous les troènes, d'une blancheur mortelle, les traits tirés et luisants de transpiration.","alors qu'ils passaient le détour du chemin, mon frère aperçut dans le fossé sous le troène le visage du mourant, d'une blancheur mortelle et tiré, et brillant de sueur."
" the two women sat silent, crouching in their seat and shivering"," les deux femmes restèrent silencieuses, accroupies sur leur siège et frissonnantes","les deux femmes restaient silencieuses, accroupies sur leur siège et frissonnantes"
  then beyond the bend my brother stopped again,"  puis, au-delà du virage, mon frère s'est de nouveau arrêté","puis au-delà du virage, mon frère s'est encore arrêté"
" miss elphinstone was white and pale, and her sister-in-law sat weeping, too wretched even to call upon george"," miss elphinstone était blanche et pâle, et sa belle-sœur était assise en pleurs, trop malheureuse pour faire appel à george","Miss Elphinstone était blanche et pâle, et sa belle-sœur pleurait, trop misérable même pour faire appel à George."
 my brother was horrified and perplexed, mon frère était horrifié et perplexe,mon frère était horrifié et perplexe
 so soon as they had retreated he realised how urgent and unavoidable it was to attempt this crossing," Dès qu'ils se sont retirés, il s'est rendu compte de l'urgence et de la nécessité de tenter cette traversée.","dès qu'ils eurent reculé, il comprit combien il était urgent et inévitable de tenter cette traversée."
" he turned to miss elphinstone, suddenly resolute"," il se tourne vers miss elphinstone, soudainement résolu","il se tourna vers Miss Elphinstone, soudain résolu"
"  we must go that way, he said, and led the pony round again","  nous devons aller par là, dit-il, et il reprit le poney.","nous devons aller par là, dit-il, et il fit à nouveau tourner le poney"
  for the second time that day this girl proved her quality,"  pour la deuxième fois ce jour-là, cette fille a prouvé sa qualité","pour la deuxième fois ce jour-là, cette fille a prouvé sa qualité"
" to force their way into the torrent of people, my brother plunged into the traffic and held back a cab horse, while she drove the pony across its head"," de se frayer un chemin dans le torrent de gens, mon frère a plongé dans la circulation et a retenu un cheval de taxi, tandis qu'elle conduisait le poney en travers de sa tête.","pour se frayer un chemin dans le torrent de monde, mon frère s'est plongé dans la circulation et a retenu un cheval de taxi, pendant qu'elle conduisait le poney sur sa tête"
 a waggon locked wheels for a moment and ripped a long splinter from the chaise, un wagon a bloqué ses roues pendant un moment et a arraché une longue écharde de la chaise.,un chariot a bloqué les roues pendant un moment et a arraché un long éclat de la chaise
 in another moment they were caught and swept forward by the stream," en un instant, ils ont été rattrapés et emportés par le courant","à un autre moment, ils furent attrapés et emportés par le ruisseau"
" my brother, with the cabman's whip marks red across his face and hands, scrambled into the chaise and took the reins from her"," mon frère, le visage et les mains marqués au fer rouge par le fouet du cocher, se précipita dans la chaise et prit les rênes de la jeune fille.","mon frère, avec les marques rouges du fouet du cocher sur le visage et les mains, s'est précipité dans la chaise et lui a pris les rênes."
"  point the revolver at the man behind, he said, giving it to her, if he presses us too hard","  pointer le revolver sur l'homme derrière, dit-il en le lui donnant, s'il nous presse trop fort","pointe le revolver sur l'homme derrière, dit-il en le lui donnant, s'il nous presse trop fort"
 no!â€”point it at his horse, non ! - pointez-le sur son cheval,non ! - pointez-le sur son cheval
  then he began to look out for a chance of edging to the right across the road,  puis il a commencé à chercher une possibilité de contourner la route par la droite,puis il commença à chercher une chance de virer à droite de l'autre côté de la route.
" but once in the stream he seemed to lose volition, to become a part of that dusty rout"," Mais une fois dans le courant, il semble perdre sa volonté, devenir un élément de cette route poussiéreuse.","mais une fois dans le ruisseau, il semblait perdre sa volonté, devenir une partie de cette déroute poussiéreuse."
 they swept through chipping barnet with the torrent; they were nearly a mile beyond the centre of the town before they had fought across to the opposite side of the way, ils traversèrent chipping barnet avec le torrent ; ils furent près d'un mile au-delà du centre de la ville avant d'avoir combattu jusqu'à l'autre côté de la voie,ils ont balayé Barnet avec le torrent ; ils se trouvaient à près d'un mile au-delà du centre de la ville avant de se battre de l'autre côté du chemin.
" it was din and confusion indescribable; but in and beyond the town the road forks repeatedly, and this to some extent relieved the stress"," La route bifurque à plusieurs reprises à l'intérieur et à l'extérieur de la ville, ce qui, dans une certaine mesure, soulage le stress.","c'était un vacarme et une confusion indescriptibles ; mais dans et au-delà de la ville, la route bifurque à plusieurs reprises, ce qui a dans une certaine mesure atténué le stress."
"  they struck eastward through hadley, and there on either side of the road, and at another place farther on they came upon a great multitude of people drinking at the stream, some fighting to come at the water","  ils traversèrent hadley en direction de l'est, et là, de chaque côté de la route, et à un autre endroit plus loin, ils rencontrèrent une grande multitude de gens qui buvaient au ruisseau, certains se battant pour accéder à l'eau","ils se dirigèrent vers l'est à travers Hadley, et là, de chaque côté de la route, et à un autre endroit plus loin, ils rencontrèrent une grande multitude de gens buvant au ruisseau, certains se battant pour venir à l'eau."
" and farther on, from a lull near east barnet, they saw two trains running slowly one after the other without signal or orderâ€”trains swarming with people, with men even among the coals behind the enginesâ€”going northward along the great northern railway"," et plus loin, a partir d'une accalmie pres d'east barnet, ils virent deux trains qui se succedaient lentement sans signal ni ordre - des trains grouillants de monde, avec des hommes meme parmi les charbons derriere les machines - se dirigeant vers le nord le long de la great northern railway","et plus loin, depuis une accalmie près de East Barnet, ils aperçurent deux trains circulant lentement l'un après l'autre sans signal ni ordre – des trains grouillant de monde, avec des hommes même parmi les charbons derrière les locomotives – se dirigeant vers le nord le long de la grande voie ferrée du nord."
" my brother supposes they must have filled outside london, for at that time the furious terror of the people had rendered the central termini impossible"," mon frere suppose qu'ils ont du remplir l'exterieur de londres, car a cette epoque la terreur furieuse du peuple avait rendu impossible les termini centraux","mon frère suppose qu'ils ont dû se remplir à l'extérieur de Londres, car à cette époque, la terreur furieuse des gens avait rendu impossible l'accès au terminus central."
"  near this place they halted for the rest of the afternoon, for the violence of the day had already utterly exhausted all three of them","  C'est près de cet endroit qu'ils s'arrêtèrent pour le reste de l'après-midi, car la violence de la journée les avait déjà épuisés tous les trois","près de cet endroit, ils s'arrêtèrent pour le reste de l'après-midi, car la violence de la journée les avait déjà complètement épuisés tous les trois."
" they began to suffer the beginnings of hunger; the night was cold, and none of them dared to sleep", ils commencèrent à souffrir d'un début de faim ; la nuit était froide et aucun d'entre eux n'osait dormir.,ils commencèrent à souffrir des débuts de la faim ; la nuit était froide et aucun d'eux n'osait dormir
" and in the evening many people came hurrying along the road nearby their stopping place, fleeing from unknown dangers before them, and going in the direction from which my brother had come"," et le soir, beaucoup de gens arrivèrent en hâte sur la route près de leur lieu d'arrêt, fuyant les dangers inconnus qui les menaçaient, et se dirigeant dans la direction d'où mon frère était venu.","et le soir, de nombreuses personnes se précipitaient sur la route voisine de leur lieu d'arrêt, fuyant des dangers inconnus devant eux et se dirigeant dans la direction d'où mon frère était venu."
     xvii,     xvii,XVII
 the thunder child, l'enfant du tonnerre,l'enfant du tonnerre
"   had the martians aimed only at destruction, they might on monday have annihilated the entire population of london, as it spread itself slowly through the home counties","   si les martiens avaient eu pour seul objectif la destruction, ils auraient pu, lundi, anéantir toute la population de londres, en se propageant lentement dans les comtés de l'intérieur.","Si les martiens n'avaient visé que la destruction, ils auraient pu anéantir lundi toute la population de Londres, alors qu'elle se propageait lentement à travers les comtés d'origine."
" not only along the road through barnet, but also through edgware and waltham abbey, and along the roads eastward to southend and shoeburyness, and south of the thames to deal and broadstairs, poured the same frantic rout"," non seulement le long de la route de barnet, mais aussi à travers edgware et waltham abbey, et le long des routes vers l'est jusqu'à southend et shoeburyness, et au sud de la thames jusqu'à deal et broadstairs, versés la même course effrénée.","non seulement le long de la route qui traverse Barnet, mais aussi à travers Edgware et Waltham Abbey, et le long des routes vers l'est jusqu'à Southend et Shoeburyness, et au sud de la Tamise jusqu'à Deal et Broadstairs, se déversait la même déroute frénétique."
" if one could have hung that june morning in a balloon in the blazing blue above london every northward and eastward road running out of the tangled maze of streets would have seemed stippled black with the streaming fugitives, each dot a human agony of terror and physical distress"," si l'on avait pu se suspendre ce matin de juin dans un ballon, dans le bleu flamboyant au-dessus de londres, chaque route en direction du nord et de l'est sortant du labyrinthe des rues aurait semblé tachetée de noir par le flot des fugitifs, chaque point étant une agonie humaine de terreur et de détresse physique.","si l'on avait pu accrocher ce matin de juin dans un ballon dans le bleu flamboyant au-dessus de Londres, chaque route vers le nord et l'est sortant du labyrinthe enchevêtré de rues aurait semblé tachetée de noir avec les fugitifs ruisselants, chaque point étant une agonie humaine de terreur et de détresse physique"
" i have set forth at length in the last chapter my brother's account of the road through chipping barnet, in order that my readers may realise how that swarming of black dots appeared to one of those concerned"," j'ai longuement exposé dans le dernier chapitre le récit de mon frère sur la route de chipping barnet, afin que mes lecteurs puissent se rendre compte de l'impression que cette nuée de points noirs donnait à l'une des personnes concernées","J'ai longuement exposé dans le dernier chapitre le récit de mon frère sur la route à travers Chipping Barnet, afin que mes lecteurs puissent comprendre comment cet essaim de points noirs est apparu à l'un des concernés."
