original english paragraphs,deepl paragraphs,google paragraphs,human-translated paragraphs
"the robbers had evidently had enough of it. when my brother looked
again they were retreating.","les voleurs en avaient manifestement assez. quand mon frère regarda de nouveau
de nouveau, ils battaient en retraite.","les voleurs en avaient visiblement assez. quand mon frère a regardé
encore une fois, ils reculaient.","les voleurs, évidemment, en avaient eu assez, car jetant un dernier
regard vers eux, ils les virent s’éloigner."
"i’ll sit here, said my brother, if i may; and he got upon the empty
front seat. the lady looked over her shoulder.","Je vais m'asseoir ici, dit mon frère, si vous le permettez ; et il s'installa sur le siège vide de l'avant.
la dame regardait par-dessus son épaule.","je vais m'asseoir ici, dit mon frère, si je peux ; et il est monté sur le vide
siège avant. la dame regarda par-dessus son épaule.","je vais me mettre là, si vous le permettez, dit mon frère, et il
s’installa à la place libre, sur le siège de devant. la dame l’examina à la dérobée."
"give me the reins, she said, and laid the whip along the pony’s side.
in another moment a bend in the road hid the three men from my
brother’s eyes.","Donnez-moi les rênes, dit-elle, et posez le fouet sur le flanc du poney.
En un instant, un tournant de la route cacha les trois hommes aux yeux de mon frère.
mon frère.","donne-moi les rênes, dit-elle, et elle posa le fouet le long du poney.
un instant plus tard, un virage de la route cachait les trois hommes à ma vue.
les yeux de mon frère.","donnez-moi les guides, dit-elle, et elle caressa du fouet les flancs
du poney. au même moment, un coude de la route cachait à leur vue les
trois compères."
"so, quite unexpectedly, my brother found himself, panting, with a cut
mouth, a bruised jaw, and bloodstained knuckles, driving along an
unknown lane with these two women.","Ainsi, de façon tout à fait inattendue, mon frère s'est retrouvé, haletant, avec une
bouche coupée, la mâchoire meurtrie et les poings tachés de sang, à rouler le long d'une
inconnue avec ces deux femmes.","alors, de manière tout à fait inattendue, mon frère s'est retrouvé, haletant, avec une coupure
bouche, une mâchoire meurtrie et des jointures tachées de sang, roulant sur un
voie inconnue avec ces deux femmes.","ainsi, d’une façon tout à fait inespérée, mon frère se trouva, haletant,
la bouche ensanglantée, une joue meurtrie, les jointures des mains
écorchées, parcourant en voiture une route inconnue, en compagnie de ces
deux dames."
"he learned they were the wife and the younger sister of a surgeon
living at stanmore, who had come in the small hours from a dangerous
case at pinner, and heard at some railway station on his way of the
martian advance. he had hurried home, roused the women—their servant
had left them two days before—packed some provisions, put his revolver
under the seat—luckily for my brother—and told them to drive on to
edgware, with the idea of getting a train there. he stopped behind to
tell the neighbours. he would overtake them, he said, at about half
past four in the morning, and now it was nearly nine and they had seen
nothing of him. they could not stop in edgware because of the growing
traffic through the place, and so they had come into this side lane.","Il apprit qu'il s'agissait de l'épouse et de la soeur cadette d'un chirurgien
de l'homme et de la femme, de l'homme et de la femme, de l'homme et de la femme.
de l'homme et de la femme, de l'homme et de la femme, de l'homme et de la femme.
Il s'était hâté de rentrer chez lui, avait réveillé les femmes - leur
les avait quittées deux jours auparavant, avait préparé quelques provisions, avait mis son
sous le siège - heureusement pour mon frère - et leur avait dit de se rendre à
de l'idée d'y prendre un train. il s'arrêta derrière pour prévenir les voisins.
Il s'arrêta derrière pour prévenir les voisins. Il les rattraperait, disait-il, vers
de l'homme, de la femme, de l'homme, de l'homme, de la femme, de l'homme.
Ils ne pouvaient pas s'arrêter à Edgware à cause du trafic croissant dans la ville.
Ils ne pouvaient pas s'arrêter à Edgware à cause de l'augmentation de la circulation dans la ville, et ils s'étaient donc engagés dans ce chemin de traverse.","il a appris qu'elles étaient l'épouse et la sœur cadette d'un chirurgien
vivant à Stanmore, qui était venu au petit matin d'un dangereux
cas à Pinner, et entendu dans une gare ferroviaire sur son chemin vers le
avance martienne. il s'était dépêché de rentrer chez lui, avait réveillé les femmes, leur servante
les avait quittés deux jours auparavant, avait emballé quelques provisions, mis son revolver
sous le siège - heureusement pour mon frère - et je leur ai dit de continuer jusqu'à
edgware, avec l'idée d'y amener un train. il s'est arrêté derrière pour
dites-le aux voisins. il les rattraperait, dit-il, à environ la moitié
quatre heures du matin, il était maintenant presque neuf heures et ils avaient vu
rien de lui. ils ne pouvaient pas s'arrêter dans l'edgware en raison de la croissance
la circulation traversait l'endroit, et ils étaient donc arrivés dans cette voie latérale.","il apprit que l’une était la femme, et l’autre la jeune sœur
d’un médecin de stanmore qui, revenant au petit matin de voir un client
gravement malade, avait appris, à quelque gare sur son chemin,
l’invasion des marsiens. il était revenu chez lui en toute hâte, avait
fait lever les deux femmes leur servante les avait quittées deux jours
auparavant empaqueté quelques provisions, placé son revolver sous le
siège de la voiture (heureusement pour mon frère) et leur avait dit
d’aller jusqu’à edgware, avec l’idée qu’elles y pourraient prendre un
train. il était resté pour prévenir les voisins. il les rattraperait,
avait-il dit, vers quatre heures et demie du matin. il était maintenant
neuf heures, et elles ne l’avaient pas encore vu. n’ayant pu séjourner à
edgware, à cause de l’encombrement sans cesse croissant de l’endroit,
elles s’étaient engagées dans ce chemin de traverse."
"that was the story they told my brother in fragments when presently
they stopped again, nearer to new barnet. he promised to stay with
them, at least until they could determine what to do, or until the
missing man arrived, and professed to be an expert shot with the
revolver—a weapon strange to him—in order to give them confidence.","C'est l'histoire qu'ils ont racontée à mon frère en fragments quand, peu après
qu'ils s'arrêtèrent à nouveau, plus près de new barnet. il promit de rester avec eux, au moins jusqu'à ce qu'ils puissent déterminer
de rester avec eux, au moins jusqu'à ce qu'ils puissent déterminer ce qu'il faut faire, ou jusqu'à ce que l'homme disparu arrive.
de l'homme disparu, et il se disait expert dans le maniement du revolver, arme
revolver - une arme qui lui était étrangère - afin de les mettre en confiance.","c'était l'histoire qu'ils racontaient à mon frère en fragments alors qu'actuellement
ils s'arrêtèrent à nouveau, plus près de New Barnet. il a promis de rester avec
eux, au moins jusqu'à ce qu'ils puissent déterminer quoi faire, ou jusqu'à ce que le
L'homme disparu est arrivé et a déclaré être un expert en tir avec le
revolver – une arme qui lui est étrangère – pour leur donner confiance.","tel fut le récit
qu’elles firent par fragments à mon frère, et bientôt ils s’arrêtèrent
de nouveau aux environs de new barnet. il leur promit de demeurer avec
elles au moins jusqu’à ce qu’elles aient pu décider de ce qu’elles
devaient faire ou jusqu’à ce que le docteur arrivât, et afin de leur
inspirer confiance il leur affirma qu’il était excellent tireur au
revolver arme qui lui était tout à fait étrangère."
"they made a sort of encampment by the wayside, and the pony became
happy in the hedge. he told them of his own escape out of london, and
all that he knew of these martians and their ways. the sun crept higher
in the sky, and after a time their talk died out and gave place to an
uneasy state of anticipation. several wayfarers came along the lane,
and of these my brother gathered such news as he could. every broken
answer he had deepened his impression of the great disaster that had
come on humanity, deepened his persuasion of the immediate necessity
for prosecuting this flight. he urged the matter upon them.","Ils firent une sorte de campement au bord du chemin, et le poney devint
de la haie. il leur raconta sa propre fuite de londres, et tout ce qu'il savait de ces martiens et de leurs
de sa propre fuite de Londres et de tout ce qu'il savait de ces martiens et de leurs façons de faire.
le ciel, et au bout d'un certain temps leur conversation s'éteignit et fit place à un
plusieurs voyageurs arrivaient par le chemin et mon frere prenait des nouvelles de ces
de ces derniers, mon frere recueillait les nouvelles qu'il pouvait.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
l'humanité, renforçait sa conviction de la nécessité immédiate de poursuivre cette fuite.
de poursuivre cette fuite. il leur enjoignit de le faire.","ils formèrent une sorte de campement au bord du chemin, et le poney devint
heureux dans la haie. il leur a parlé de sa propre évasion hors de Londres, et
tout ce qu'il savait de ces martiens et de leurs manières. le soleil montait plus haut
dans le ciel, et après un certain temps, leur conversation s'éteignit et fit place à un
état d’anticipation inquiet. plusieurs voyageurs empruntèrent le chemin,
et mon frère en a recueilli autant de nouvelles qu'il a pu. chaque cassé
réponse, il avait approfondi son impression du grand désastre qui avait
allez, l'humanité, a approfondi sa persuasion de la nécessité immédiate
pour avoir poursuivi ce vol. il leur a insisté sur la question.","ils firent une sorte de campement au bord de la route, et le poney fut
tout heureux de brouter la haie à son aise. mon frère raconta aux deux
dames de quelle façon il s’était enfui de londres, et il leur dit tout
ce qu’il savait de ces marsiens et de leurs agissements. le soleil
montait peu à peu dans le ciel; au bout d’un instant leur conversation
cessa; une sorte de malaise les envahit et ils furent tourmentés de
pressentiments funestes. plusieurs voyageurs passèrent, desquels mon
frère obtint toutes les nouvelles qu’ils purent donner. les phrases
entrecoupées qu’on lui répondait augmentaient son impression d’un grand
désastre survenant à l’humanité, et enracinèrent sa conviction de
l’immédiate nécessité de poursuivre leur fuite. il insista vivement
auprès de ses compagnes sur cette nécessité."
"we have money, said the slender woman, and hesitated.","nous avons de l'argent, dit la femme mince, puis elle hésita.","nous avons de l'argent, dit la femme mince, et elle hésita.","nous avons de l’argent, commença la jeune femme; elle s’arrêta court."
"her eyes met my brother’s, and her hesitation ended.",ses yeux rencontrèrent ceux de mon frère et son hésitation prit fin.,ses yeux rencontrèrent ceux de mon frère et son hésitation prit fin.,ses yeux rencontrèrent ceux de mon frère et son hésitation cessa.
"so have i, said my brother.","Moi aussi, dit mon frère.","moi aussi, dit mon frère.","j’en ai aussi, ajouta-t-il."
"she explained that they had as much as thirty pounds in gold, besides a
five-pound note, and suggested that with that they might get upon a
train at st. albans or new barnet. my brother thought that was
hopeless, seeing the fury of the londoners to crowd upon the trains,
and broached his own idea of striking across essex towards harwich and
thence escaping from the country altogether.","Elle expliqua qu'ils avaient jusqu'a trente livres d'or, en plus d'un billet de cinq
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de l'argent, de l'argent et de l'argent, de l'argent et de l'argent, de l'argent et de l'argent.
de l'histoire de l'art, de l'histoire de la culture, de l'histoire de l'art, de l'histoire de l'art, de l'histoire de l'art,
et il évoqua sa propre idée de traverser l'essex en direction de harwich et
de s'échapper de la campagne.","elle expliqua qu'ils possédaient jusqu'à trente livres d'or, en plus d'un
billet de cinq livres, et a suggéré qu'avec cela, ils pourraient trouver un
train à st. albans ou nouveau barnet. mon frère pensait que c'était
désespéré, voyant la fureur des Londoniens se presser dans les trains,
et a abordé sa propre idée de traverser l'Essex en direction de Harwich et
de là, s'échappant complètement du pays.","elles expliquèrent qu’elles possédaient trente souverains d’or, sans
compter une banknote de cinq livres, et elles émirent l’idée qu’avec
cela on pouvait prendre un train à st albans ou à new barnet.
mon frère leur expliqua que la chose était fort vraisemblablement
impossible, parce que les londoniens avaient déjà envahi tous les
trains, et il leur fit part de son idée de s’avancer, à travers le comté
d’essex, du côté d’harwich, pour, de là, quitter tout à fait le pays."
"mrs. elphinstone—that was the name of the woman in white—would listen
to no reasoning, and kept calling upon george; but her sister-in-law
was astonishingly quiet and deliberate, and at last agreed to my
brother’s suggestion. so, designing to cross the great north road, they
went on towards barnet, my brother leading the pony to save it as much
as possible. as the sun crept up the sky the day became excessively
hot, and under foot a thick, whitish sand grew burning and blinding, so
that they travelled only very slowly. the hedges were grey with dust.
and as they advanced towards barnet a tumultuous murmuring grew
stronger.","Mme Elphinstone - c'était le nom de la femme en blanc - n'écoutait aucun raisonnement et continuait à appeler George.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de l'homme, de la femme, de l'homme, de l'homme, de l'homme.
de l'eau, et sous les pieds un sable épais et blanchâtre devenait brûlant et aveuglant, de sorte qu'on ne voyageait que très lentement.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme.
et à mesure qu'ils avançaient vers Barnet, un murmure tumultueux s'amplifiait.
plus fort.","Mme. Elphinstone – c’était le nom de la femme en blanc – écoutait
à aucun raisonnement, et n'arrêtait pas de faire appel à George ; mais sa belle-sœur
était étonnamment calme et réfléchi, et a finalement accepté mon
suggestion de mon frère. alors, dans le but de traverser la grande route du Nord, ils
J'ai continué vers Barnet, mon frère conduisant le poney pour le sauver autant
que possible. à mesure que le soleil montait dans le ciel, la journée devenait excessivement
chaud, et sous les pieds un sable épais et blanchâtre devenait brûlant et aveuglant, alors
qu'ils ne voyageaient que très lentement. les haies étaient grises de poussière.
et à mesure qu'ils avançaient vers Barnet, un murmure tumultueux grandissait.
plus fort.","mme elphinstone tel était le nom de la dame en blanc ne voulut pas
entendre parler de cela et s’obstina à réclamer son george; mais sa
belle-sœur, étonnamment calme et réfléchie, se rangea finalement à
l’avis de mon frère. ils se dirigèrent ainsi vers barnet, dans
l’intention de traverser la grande route du nord, mon frère conduisant
le poney à la main pour le ménager autant que possible.
a mesure que les heures passaient, la chaleur devenait excessive; sous
les pieds, un sable épais et blanchâtre brûlait et aveuglait, de sorte
qu’ils n’avançaient que très lentement. les haies étaient grises de
poussière et, comme ils approchaient de barnet, un murmure tumultueux
s’entendit de plus en plus distinctement."
"they began to meet more people. for the most part these were staring
before them, murmuring indistinct questions, jaded, haggard, unclean.
one man in evening dress passed them on foot, his eyes on the ground.
they heard his voice, and, looking back at him, saw one hand clutched
in his hair and the other beating invisible things. his paroxysm of
rage over, he went on his way without once looking back.","ils ont commencé à rencontrer d'autres personnes. la plupart d'entre elles les regardaient fixement.
devant eux, murmurant des questions indistinctes, blasés, hagards, impurs.
Un homme en tenue de soirée les dépassa à pied, les yeux fixés sur le sol.
Ils entendirent sa voix et, se retournant vers lui, virent une main serrée dans ses
l'autre frappant des choses invisibles. son paroxysme de rage passé, il reprit son chemin.
son paroxysme de rage, il continua son chemin sans se retourner une seule fois.","ils ont commencé à rencontrer plus de gens. pour la plupart, ils regardaient
devant eux, murmurant des questions indistinctes, blasées, hagardes, impures.
un homme en tenue de soirée les croisa à pied, les yeux baissés.
ils entendirent sa voix et, le regardant, virent une main serrée
dans ses cheveux et l'autre frappant des choses invisibles. son paroxysme de
la rage passée, il continua son chemin sans se retourner un seul instant.","ils commencèrent à rencontrer plus fréquemment des gens qui, pour la
plupart, marchaient les yeux fixes, en murmurant de vagues questions,
excédés de fatigue et les vêtements sales et en désordre. un homme en
habit de soirée passa près d’eux, à pied, les yeux vers le sol. ils
l’entendirent venir, parlant seul, et, s’étant retournés, ils
l’aperçurent, une main crispée dans ses cheveux et l’autre menaçant
d’invisibles ennemis. son accès de fureur passé, il continua sa route
sans lever la tête."
"as my brother’s party went on towards the crossroads to the south of
barnet they saw a woman approaching the road across some fields on
their left, carrying a child and with two other children; and then
passed a man in dirty black, with a thick stick in one hand and a small
portmanteau in the other. then round the corner of the lane, from
between the villas that guarded it at its confluence with the high
road, came a little cart drawn by a sweating black pony and driven by a
sallow youth in a bowler hat, grey with dust. there were three girls,
east end factory girls, and a couple of little children crowded in the
cart.","alors que le groupe de mon frere se dirigeait vers le carrefour au sud de
barnet, ils virent une femme s'approcher de la route a travers des champs sur leur gauche, portant un enfant et deux autres enfants.
de champs sur leur gauche, portant un enfant et avec deux autres enfants ; puis
un homme vêtu d'un noir sale, tenant d'une main un gros bâton et de l'autre un petit
un bâton épais dans une main et un petit portemanteau dans l'autre.
entre les villas qui la gardaient à son confluent avec la grande route, vint une
de la grande route, une petite charrette tirée par un poney noir en sueur et conduite par un
un jeune homme pâle coiffé d'un chapeau melon, gris de poussière. il y avait trois filles,
d'usine de l'est, et deux petits enfants, entassés dans la charrette.
charrette.","alors que le groupe de mon frère se dirigeait vers le carrefour au sud de
Barnet, ils ont vu une femme s'approcher de la route à travers des champs sur
à leur gauche, portant un enfant et avec deux autres enfants ; et puis
croisa un homme en noir sale, avec un gros bâton dans une main et un petit
portemanteau dans l’autre. puis au coin de la ruelle, à partir de
entre les villas qui la gardaient à son confluent avec les hautes
route, arriva une petite charrette tirée par un poney noir en sueur et conduite par un
un jeune homme jaunâtre, coiffé d'un chapeau melon, gris de poussière. il y avait trois filles,
des filles d'usine de l'East End et quelques petits enfants entassés dans la salle.
panier.","comme la petite troupe que menait mon frère approchait du carrefour
avant d’entrer à barnet, ils virent s’avancer sur la gauche, à travers
champs, une femme ayant un enfant sur les bras et deux autres pendus à
ses jupes; puis un homme passa, vêtu d’habits noirs et sales, un gros
bâton dans une main, une petite malle dans l’autre. au coin du chemin, à
l’endroit où, entre des villas, il rejoignait la grande route, parut une
petite voiture traînée par un poney noir écumant, que conduisait un
jeune homme blême, coiffé d’un chapeau rond, gris de poussière. il y
avait avec lui, entassés dans la voiture, trois jeunes filles,
probablement de petites ouvrières de l’east-end, et une couple
d’enfants."
"this’ll tike us rahnd edgware? asked the driver, wild-eyed,
white-faced; and when my brother told him it would if he turned to the
left, he whipped up at once without the formality of thanks.","Cela va nous permettre de rejoindre Edgware ? demanda le chauffeur, les yeux fous,
et quand mon frère lui a dit que ce serait le cas s'il tournait à gauche, il a
de l'autre côté de l'Atlantique, il s'est mis en route sans la moindre formalité de remerciement.","ça va nous plaire à Edgware ? demanda le chauffeur, les yeux hagards,
au visage blanc; et quand mon frère lui a dit que ce serait le cas s'il se tournait vers le
parti, il s'est immédiatement levé sans la formalité des remerciements.","est-ce que ça mène à edgware par là? demanda le jeune homme aux yeux
hagards et à la face pâle. quand mon frère lui eut répondu qu’il lui fallait tourner à gauche, il
enleva son poney d’un coup de fouet, sans même prendre la peine de
remercier."
"my brother noticed a pale grey smoke or haze rising among the houses in
front of them, and veiling the white façade of a terrace beyond the
road that appeared between the backs of the villas. mrs. elphinstone
suddenly cried out at a number of tongues of smoky red flame leaping up
above the houses in front of them against the hot, blue sky. the
tumultuous noise resolved itself now into the disorderly mingling of
many voices, the gride of many wheels, the creaking of waggons, and the
staccato of hoofs. the lane came round sharply not fifty yards from the
crossroads.","de l'homme, de la femme, de l'homme, de l'homme, de la femme, de l'homme, de l'homme
de l'autre, et voilant la facade blanche d'une terrasse au-dela de la
de la route qui apparaissait entre l'arrière des villas. mrs. elphinstone
s'écria soudain en voyant plusieurs langues de flammes rouges et fumantes qui s'élevaient
au-dessus des maisons qui se dressaient devant eux, dans un ciel chaud et bleu.
Le bruit tumultueux se résumait maintenant à un mélange désordonné de
de nombreuses voix, le grincement de nombreuses roues, le craquement des chariots et le staccato des sabots.
Le chemin s'arrondissait brusquement à moins de cinquante mètres du carrefour.
carrefour.","mon frère a remarqué une fumée ou une brume gris pâle s'élevant parmi les maisons de
devant eux, et voilant la façade blanche d'une terrasse au-delà de la
route qui apparaissait entre l'arrière des villas. Mme. pierre d'elphine
cria soudain un certain nombre de langues de flammes rouges enfumées bondissant
au-dessus des maisons devant eux, sur le ciel bleu et chaud. le
le bruit tumultueux se résolvait maintenant en un mélange désordonné de
de nombreuses voix, la grille de nombreuses roues, le craquement des chariots et le
staccato des sabots. le chemin tourna brusquement à moins de cinquante mètres du
carrefour.","mon frère remarqua une sorte de fumée ou de brouillard gris pâle, qui
montait entre les maisons devant eux et voilait la façade blanche d’une
terrasse apparaissant de l’autre côté de la route entre les villas. mme
elphinstone se mit tout à coup à pousser des cris en apercevant des
flammèches rougeâtres qui bondissaient par-dessus les maisons dans le
ciel d’un bleu profond. le bruit tumultueux se fondait maintenant en un
mélange désordonné de voix innombrables, de grincements de roues, de
craquements de chariots et de piaffements de chevaux. le chemin tournait
brusquement à cinquante mètres à peine du carrefour."
"good heavens! cried mrs. elphinstone. what is this you are driving
us into?","bon dieu ! s'écrie mme elphinstone. dans quoi nous conduisez-vous ?
dans lequel vous nous entraînez ?","Mon Dieu! s'écria Mme. pierre d'elphine. qu'est-ce que tu conduis
nous sommes intéressés ?","dieu du ciel! s’écria mme elphinstone, mais où nous menez-vous donc?"
my brother stopped.,mon frère s'est arrêté.,mon frère s'est arrêté.,mon frère s’arrêta.
"for the main road was a boiling stream of people, a torrent of human
beings rushing northward, one pressing on another. a great bank of
dust, white and luminous in the blaze of the sun, made everything
within twenty feet of the ground grey and indistinct and was
perpetually renewed by the hurrying feet of a dense crowd of horses and
of men and women on foot, and by the wheels of vehicles of every
description.","car la route principale était un flot de gens en ébullition, un torrent d'êtres
se précipitaient vers le nord, se pressant les uns contre les autres.
poussière, blanche et lumineuse sous le soleil, rendait gris et indistinct tout ce qui
tout ce qui se trouvait à moins de vingt pieds du sol, gris et indistinct.
de la foule dense des chevaux, des hommes et des femmes à pied, et des
d'hommes et de femmes à pied, et par les roues des véhicules de toute
de toutes sortes.","car la route principale était un flot bouillonnant de gens, un torrent d'êtres humains
des êtres se précipitant vers le nord, les uns se pressant les autres. une grande banque de
la poussière, blanche et lumineuse dans l'éclat du soleil, a tout fait
à moins de vingt pieds du sol, gris et indistinct et était
perpétuellement renouvelé par les pas pressés d'une foule dense de chevaux et
d'hommes et de femmes à pied et sur les roues de véhicules de tous
description.","la grand’route était un flot bouillonnant de gens, un torrent d’êtres
humains s’élançant vers le nord, pressés les uns contre les autres. un
grand nuage de poussière, blanc et lumineux sous l’éclat ardent du
soleil, enveloppait toutes choses d’un voile gris et indistinct, que
renouvelait incessamment le piétinement d’une foule dense de chevaux,
d’hommes et de femmes à pied et le roulement des véhicules de toute
sorte."
way! my brother heard voices crying. make way!,mon frère a entendu des voix qui criaient. faites place !,chemin! mon frère a entendu des voix qui pleuraient. faites place!,d’innombrables voix criaient: avancez! avancez! faites de la place!
"it was like riding into the smoke of a fire to approach the meeting
point of the lane and road; the crowd roared like a fire, and the dust
was hot and pungent. and, indeed, a little way up the road a villa was
burning and sending rolling masses of black smoke across the road to
add to the confusion.","de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de la route ; la foule grondait comme un feu, et la poussière était chaude et piquante.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de la route, une villa brûlait et jetait sur la route des masses de fumée noire
pour ajouter à la confusion.","c'était comme rouler dans la fumée d'un feu pour approcher la réunion
point de la voie et de la route ; la foule rugissait comme un feu, et la poussière
était chaud et piquant. et en effet, un peu plus loin sur la route, il y avait une villa
brûlant et envoyant des masses roulantes de fumée noire à travers la route vers
ajouter à la confusion.","pour gagner le point de rencontre du chemin et de la grand’route, ils
crurent avancer dans l’acre fumée d’un incendie; la foule mugissait
comme les flammes, et la poussière était chaude et suffocante. a vrai
dire, et pour ajouter à la confusion, une villa brûlait à quelque
distance de là, envoyant des tourbillons de fumée noire à travers la
route."
"two men came past them. then a dirty woman, carrying a heavy bundle and
weeping. a lost retriever dog, with hanging tongue, circled dubiously
round them, scared and wretched, and fled at my brother’s threat.","deux hommes passèrent devant eux. puis une femme sale, portant un lourd baluchon et pleurant.
un chien perdu, à la langue pendante, tournait autour d'eux, effrayé, misérable, et s'enfuyait sous la menace de mon frère.
autour d'eux, effrayés et misérables, et s'enfuit sous la menace de mon frère.","deux hommes les dépassèrent. puis une femme sale, portant un lourd paquet et
larmes. un chien retriever perdu, avec la langue pendante, tournait de manière douteuse
autour d’eux, effrayé et misérable, et je me suis enfui sous la menace de mon frère.","deux hommes passèrent auprès d’eux, puis une pauvre femme portant un
lourd paquet et pleurant; un épagneul perdu, la langue pendante, tourna,
défiant, et s’enfuit, craintif et pitoyable, au geste de menace de mon
frère."
"so much as they could see of the road londonward between the houses to
the right was a tumultuous stream of dirty, hurrying people, pent in
between the villas on either side; the black heads, the crowded forms,
grew into distinctness as they rushed towards the corner, hurried past,
and merged their individuality again in a receding multitude that was
swallowed up at last in a cloud of dust.","Le plus souvent, il s'agit d'une personne qui n'a pas d'autre choix que d'aller à l'école ou à l'université.
de l'autre côté, un flot tumultueux de gens sales et pressés, coincés entre les
de chaque côté ; les têtes noires, les formes encombrées,
se distinguaient à mesure qu'ils se précipitaient vers le coin de la rue, passaient en trombe,
et se fondaient à nouveau dans une multitude qui s'éloignait et s'engloutissait
qui s'éloignait et s'engloutissait enfin dans un nuage de poussière.","autant qu'ils pouvaient voir la route vers Londres entre les maisons pour
la droite était un flot tumultueux de gens sales et pressés, enfermés dans
entre les villas de chaque côté ; les têtes noires, les formes encombrées,
devenaient distincts à mesure qu'ils se précipitaient vers le coin, se précipitaient devant,
et fusionnèrent à nouveau leur individualité dans une multitude en retrait qui était
enfin englouti dans un nuage de poussière.","autant qu’il était possible de jeter un regard dans la direction de
londres, entre les maisons de droite, un flot tumultueux de gens était
serré contre les murs des villas qui bordaient la route. les têtes
noires, les formes pressées devenaient distinctes en surgissant de
derrière le pan de mur, passaient en hâte, et confondaient de nouveau
leurs individualités dans la multitude qui s’éloignait, et
qu’engloutissait enfin un nuage de poussière."
go on! go on! cried the voices. way! way!,Allez-y ! Allez-y ! criaient les voix.,continue! continue! criaient les voix. chemin! chemin!,avancez! avancez! criaient les voix. de la place! de la place!
"one man’s hands pressed on the back of another. my brother stood at the
pony’s head. irresistibly attracted, he advanced slowly, pace by pace,
down the lane.","les mains d'un homme se pressaient sur le dos d'un autre. mon frère se tenait à la tête du poney. irrésistiblement attiré, il avançait lentement, pas à pas.
irrésistiblement attiré, il avançait lentement, pas à pas,
dans l'allée.","les mains d’un homme pressées sur le dos d’un autre. mon frère se tenait devant
tête de poney. irrésistiblement attiré, il avançait lentement, pas à pas,
en bas de la ruelle.","les mains des uns pressaient le dos des autres; mon frère tenait la tête
du poney, et, irrésistiblement attiré, il descendait le chemin
lentement et pas à pas."
"edgware had been a scene of confusion, chalk farm a riotous tumult, but
this was a whole population in movement. it is hard to imagine that
host. it had no character of its own. the figures poured out past the
corner, and receded with their backs to the group in the lane. along
the margin came those who were on foot threatened by the wheels,
stumbling in the ditches, blundering into one another.","edgware avait ete une scene de confusion, chalk farm un tumulte emeutier, mais c'etait toute une population en mouvement.
de l'homme, de la femme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme, de l'homme
de l'homme. il n'avait pas de caractere propre. les figures s'etendaient au-dela de l'angle, et se retiraient en tournant le dos au groupe de
de l'angle, et se retiraient en tournant le dos au groupe de l'allée.
le long de la marge venaient ceux qui étaient à pied, menacés par les roues,
trébuchant dans les fossés, se heurtant les uns aux autres.","Edgware avait été une scène de confusion, Chalk Farm un tumulte tumultueux, mais
c'était toute une population en mouvement. c'est difficile d'imaginer ça
hôte. il n'avait aucun caractère propre. les chiffres ont afflué devant le
coin et reculèrent dos au groupe dans la ruelle. le long de
la marge venait ceux qui étaient à pied menacés par les roues,
trébuchant dans les fossés, se heurtant les uns aux autres.","edgware n’avait été que confusion et désordre, chalk farm un chaos
tumultueux, mais ici, c’était toute une population en débandade. il est
difficile de s’imaginer cette multitude. elle n’avait aucun caractère
distinct: les personnages passaient incessamment et s’éloignaient,
tournant le dos au groupe arrêté dans le chemin. sur les bords,
s’avançaient ceux qui étaient à pied, menacés par les véhicules, se
bousculant et culbutant dans les fossés."
"the carts and carriages crowded close upon one another, making little
way for those swifter and more impatient vehicles that darted forward
every now and then when an opportunity showed itself of doing so,
sending the people scattering against the fences and gates of the
villas.","les charrettes et les voitures s'entassaient les unes sur les autres, laissant peu de
de ces véhicules plus rapides et plus impatients qui s'élançaient de temps en temps
de temps en temps, quand l'occasion se présentait de le faire,
les gens se dispersaient contre les barrières et les portes des villas.
villas.","les charrettes et les voitures se pressaient les unes contre les autres, ne faisant que peu de bruit.
place à ces véhicules plus rapides et plus impatients qui s'élançaient en avant
de temps en temps, lorsqu'une opportunité se présentait,
envoyant le peuple se disperser contre les clôtures et les portes du
villas.","les chariots et les voitures de tout genre s’entassaient et s’emmêlaient
les uns dans les autres, laissant peu de place pour les attelages plus
légers et plus impatients qui, de temps en temps, quand la moindre
occasion s’offrait, se précipitaient en avant, obligeant les piétons à
se serrer contre les clôtures et les barrières des villas."
push on! was the cry. push on! they are coming!,Poussez-vous ! était le cri. Poussez-vous ! ils arrivent !,pousser! était le cri. pousser! ils arrivent !,en avant! en avant! était l’unique clameur. en avant! ils viennent!
